# Time	Position	Velocity	Total Energy
50.0000	-0.5247	-1.9299	2.0000
49.9990	-0.5267	-1.9294	2.0000
49.9980	-0.5286	-1.9289	2.0000
49.9970	-0.5305	-1.9284	2.0000
49.9960	-0.5325	-1.9278	2.0000
49.9950	-0.5344	-1.9273	2.0000
49.9940	-0.5363	-1.9267	2.0000
49.9930	-0.5382	-1.9262	2.0000
49.9920	-0.5402	-1.9257	2.0000
49.9910	-0.5421	-1.9251	2.0000
49.9900	-0.5440	-1.9246	2.0000
49.9890	-0.5459	-1.9240	2.0000
49.9880	-0.5479	-1.9235	2.0000
49.9870	-0.5498	-1.9229	2.0000
49.9860	-0.5517	-1.9224	2.0000
49.9850	-0.5536	-1.9218	2.0000
49.9840	-0.5556	-1.9213	2.0000
49.9830	-0.5575	-1.9207	2.0000
49.9820	-0.5594	-1.9202	2.0000
49.9810	-0.5613	-1.9196	2.0000
49.9800	-0.5632	-1.9191	2.0000
49.9790	-0.5652	-1.9185	2.0000
49.9780	-0.5671	-1.9179	2.0000
49.9770	-0.5690	-1.9174	2.0000
49.9760	-0.5709	-1.9168	2.0000
49.9750	-0.5728	-1.9162	2.0000
49.9740	-0.5747	-1.9156	2.0000
49.9730	-0.5767	-1.9151	2.0000
49.9720	-0.5786	-1.9145	2.0000
49.9710	-0.5805	-1.9139	2.0000
49.9700	-0.5824	-1.9133	2.0000
49.9690	-0.5843	-1.9127	2.0000
49.9680	-0.5862	-1.9122	2.0000
49.9670	-0.5881	-1.9116	2.0000
49.9660	-0.5900	-1.9110	2.0000
49.9650	-0.5920	-1.9104	2.0000
49.9640	-0.5939	-1.9098	2.0000
49.9630	-0.5958	-1.9092	2.0000
49.9620	-0.5977	-1.9086	2.0000
49.9610	-0.5996	-1.9080	2.0000
49.9600	-0.6015	-1.9074	2.0000
49.9590	-0.6034	-1.9068	2.0000
49.9580	-0.6053	-1.9062	2.0000
49.9570	-0.6072	-1.9056	2.0000
49.9560	-0.6091	-1.9050	2.0000
49.9550	-0.6110	-1.9044	2.0000
49.9540	-0.6129	-1.9038	2.0000
49.9530	-0.6148	-1.9031	2.0000
49.9520	-0.6167	-1.9025	2.0000
49.9510	-0.6186	-1.9019	2.0000
49.9500	-0.6205	-1.9013	2.0000
49.9490	-0.6224	-1.9007	2.0000
49.9480	-0.6243	-1.9000	2.0000
49.9470	-0.6262	-1.8994	2.0000
49.9460	-0.6281	-1.8988	2.0000
49.9450	-0.6300	-1.8982	2.0000
49.9440	-0.6319	-1.8975	2.0000
49.9430	-0.6338	-1.8969	2.0000
49.9420	-0.6357	-1.8963	2.0000
49.9410	-0.6376	-1.8956	2.0000
49.9400	-0.6395	-1.8950	2.0000
49.9390	-0.6414	-1.8944	2.0000
49.9380	-0.6433	-1.8937	2.0000
49.9370	-0.6452	-1.8931	2.0000
49.9360	-0.6471	-1.8924	2.0000
49.9350	-0.6490	-1.8918	2.0000
49.9340	-0.6509	-1.8911	2.0000
49.9330	-0.6528	-1.8905	2.0000
49.9320	-0.6547	-1.8898	2.0000
49.9310	-0.6566	-1.8892	2.0000
49.9300	-0.6584	-1.8885	2.0000
49.9290	-0.6603	-1.8878	2.0000
49.9280	-0.6622	-1.8872	2.0000
49.9270	-0.6641	-1.8865	2.0000
49.9260	-0.6660	-1.8859	2.0000
49.9250	-0.6679	-1.8852	2.0000
49.9240	-0.6698	-1.8845	2.0000
49.9230	-0.6716	-1.8838	2.0000
49.9220	-0.6735	-1.8832	2.0000
49.9210	-0.6754	-1.8825	2.0000
49.9200	-0.6773	-1.8818	2.0000
49.9190	-0.6792	-1.8811	2.0000
49.9180	-0.6811	-1.8805	2.0000
49.9170	-0.6829	-1.8798	2.0000
49.9160	-0.6848	-1.8791	2.0000
49.9150	-0.6867	-1.8784	2.0000
49.9140	-0.6886	-1.8777	2.0000
49.9130	-0.6905	-1.8770	2.0000
49.9120	-0.6923	-1.8763	2.0000
49.9110	-0.6942	-1.8757	2.0000
49.9100	-0.6961	-1.8750	2.0000
49.9090	-0.6980	-1.8743	2.0000
49.9080	-0.6998	-1.8736	2.0000
49.9070	-0.7017	-1.8729	2.0000
49.9060	-0.7036	-1.8722	2.0000
49.9050	-0.7054	-1.8715	2.0000
49.9040	-0.7073	-1.8707	2.0000
49.9030	-0.7092	-1.8700	2.0000
49.9020	-0.7111	-1.8693	2.0000
49.9010	-0.7129	-1.8686	2.0000
49.9000	-0.7148	-1.8679	2.0000
49.8990	-0.7167	-1.8672	2.0000
49.8980	-0.7185	-1.8665	2.0000
49.8970	-0.7204	-1.8658	2.0000
49.8960	-0.7223	-1.8650	2.0000
49.8950	-0.7241	-1.8643	2.0000
49.8940	-0.7260	-1.8636	2.0000
49.8930	-0.7279	-1.8629	2.0000
49.8920	-0.7297	-1.8621	2.0000
49.8910	-0.7316	-1.8614	2.0000
49.8900	-0.7334	-1.8607	2.0000
49.8890	-0.7353	-1.8599	2.0000
49.8880	-0.7372	-1.8592	2.0000
49.8870	-0.7390	-1.8585	2.0000
49.8860	-0.7409	-1.8577	2.0000
49.8850	-0.7427	-1.8570	2.0000
49.8840	-0.7446	-1.8562	2.0000
49.8830	-0.7464	-1.8555	2.0000
49.8820	-0.7483	-1.8547	2.0000
49.8810	-0.7502	-1.8540	2.0000
49.8800	-0.7520	-1.8532	2.0000
49.8790	-0.7539	-1.8525	2.0000
49.8780	-0.7557	-1.8517	2.0000
49.8770	-0.7576	-1.8510	2.0000
49.8760	-0.7594	-1.8502	2.0000
49.8750	-0.7613	-1.8495	2.0000
49.8740	-0.7631	-1.8487	2.0000
49.8730	-0.7650	-1.8479	2.0000
49.8720	-0.7668	-1.8472	2.0000
49.8710	-0.7687	-1.8464	2.0000
49.8700	-0.7705	-1.8456	2.0000
49.8690	-0.7723	-1.8449	2.0000
49.8680	-0.7742	-1.8441	2.0000
49.8670	-0.7760	-1.8433	2.0000
49.8660	-0.7779	-1.8425	2.0000
49.8650	-0.7797	-1.8417	2.0000
49.8640	-0.7816	-1.8410	2.0000
49.8630	-0.7834	-1.8402	2.0000
49.8620	-0.7852	-1.8394	2.0000
49.8610	-0.7871	-1.8386	2.0000
49.8600	-0.7889	-1.8378	2.0000
49.8590	-0.7908	-1.8370	2.0000
49.8580	-0.7926	-1.8362	2.0000
49.8570	-0.7944	-1.8355	2.0000
49.8560	-0.7963	-1.8347	2.0000
49.8550	-0.7981	-1.8339	2.0000
49.8540	-0.7999	-1.8331	2.0000
49.8530	-0.8018	-1.8323	2.0000
49.8520	-0.8036	-1.8315	2.0000
49.8510	-0.8054	-1.8307	2.0000
49.8500	-0.8073	-1.8298	2.0000
49.8490	-0.8091	-1.8290	2.0000
49.8480	-0.8109	-1.8282	2.0000
49.8470	-0.8127	-1.8274	2.0000
49.8460	-0.8146	-1.8266	2.0000
49.8450	-0.8164	-1.8258	2.0000
49.8440	-0.8182	-1.8250	2.0000
49.8430	-0.8200	-1.8241	2.0000
49.8420	-0.8219	-1.8233	2.0000
49.8410	-0.8237	-1.8225	2.0000
49.8400	-0.8255	-1.8217	2.0000
49.8390	-0.8273	-1.8209	2.0000
49.8380	-0.8292	-1.8200	2.0000
49.8370	-0.8310	-1.8192	2.0000
49.8360	-0.8328	-1.8184	2.0000
49.8350	-0.8346	-1.8175	2.0000
49.8340	-0.8364	-1.8167	2.0000
49.8330	-0.8382	-1.8159	2.0000
49.8320	-0.8401	-1.8150	2.0000
49.8310	-0.8419	-1.8142	2.0000
49.8300	-0.8437	-1.8133	2.0000
49.8290	-0.8455	-1.8125	2.0000
49.8280	-0.8473	-1.8116	2.0000
49.8270	-0.8491	-1.8108	2.0000
49.8260	-0.8509	-1.8099	2.0000
49.8250	-0.8527	-1.8091	2.0000
49.8240	-0.8546	-1.8082	2.0000
49.8230	-0.8564	-1.8074	2.0000
49.8220	-0.8582	-1.8065	2.0000
49.8210	-0.8600	-1.8057	2.0000
49.8200	-0.8618	-1.8048	2.0000
49.8190	-0.8636	-1.8039	2.0000
49.8180	-0.8654	-1.8031	2.0000
49.8170	-0.8672	-1.8022	2.0000
49.8160	-0.8690	-1.8013	2.0000
49.8150	-0.8708	-1.8005	2.0000
49.8140	-0.8726	-1.7996	2.0000
49.8130	-0.8744	-1.7987	2.0000
49.8120	-0.8762	-1.7979	2.0000
49.8110	-0.8780	-1.7970	2.0000
49.8100	-0.8798	-1.7961	2.0000
49.8090	-0.8816	-1.7952	2.0000
49.8080	-0.8834	-1.7943	2.0000
49.8070	-0.8852	-1.7935	2.0000
49.8060	-0.8870	-1.7926	2.0000
49.8050	-0.8888	-1.7917	2.0000
49.8040	-0.8905	-1.7908	2.0000
49.8030	-0.8923	-1.7899	2.0000
49.8020	-0.8941	-1.7890	2.0000
49.8010	-0.8959	-1.7881	2.0000
49.8000	-0.8977	-1.7872	2.0000
49.7990	-0.8995	-1.7863	2.0000
49.7980	-0.9013	-1.7854	2.0000
49.7970	-0.9031	-1.7845	2.0000
49.7960	-0.9048	-1.7836	2.0000
49.7950	-0.9066	-1.7827	2.0000
49.7940	-0.9084	-1.7818	2.0000
49.7930	-0.9102	-1.7809	2.0000
49.7920	-0.9120	-1.7800	2.0000
49.7910	-0.9138	-1.7791	2.0000
49.7900	-0.9155	-1.7781	2.0000
49.7890	-0.9173	-1.7772	2.0000
49.7880	-0.9191	-1.7763	2.0000
49.7870	-0.9209	-1.7754	2.0000
49.7860	-0.9226	-1.7745	2.0000
49.7850	-0.9244	-1.7735	2.0000
49.7840	-0.9262	-1.7726	2.0000
49.7830	-0.9280	-1.7717	2.0000
49.7820	-0.9297	-1.7708	2.0000
49.7810	-0.9315	-1.7698	2.0000
49.7800	-0.9333	-1.7689	2.0000
49.7790	-0.9350	-1.7680	2.0000
49.7780	-0.9368	-1.7670	2.0000
49.7770	-0.9386	-1.7661	2.0000
49.7760	-0.9403	-1.7652	2.0000
49.7750	-0.9421	-1.7642	2.0000
49.7740	-0.9439	-1.7633	2.0000
49.7730	-0.9456	-1.7623	2.0000
49.7720	-0.9474	-1.7614	2.0000
49.7710	-0.9491	-1.7604	2.0000
49.7700	-0.9509	-1.7595	2.0000
49.7690	-0.9527	-1.7585	2.0000
49.7680	-0.9544	-1.7576	2.0000
49.7670	-0.9562	-1.7566	2.0000
49.7660	-0.9579	-1.7557	2.0000
49.7650	-0.9597	-1.7547	2.0000
49.7640	-0.9614	-1.7537	2.0000
49.7630	-0.9632	-1.7528	2.0000
49.7620	-0.9650	-1.7518	2.0000
49.7610	-0.9667	-1.7509	2.0000
49.7600	-0.9685	-1.7499	2.0000
49.7590	-0.9702	-1.7489	2.0000
49.7580	-0.9720	-1.7479	2.0000
49.7570	-0.9737	-1.7470	2.0000
49.7560	-0.9754	-1.7460	2.0000
49.7550	-0.9772	-1.7450	2.0000
49.7540	-0.9789	-1.7440	2.0000
49.7530	-0.9807	-1.7431	2.0000
49.7520	-0.9824	-1.7421	2.0000
49.7510	-0.9842	-1.7411	2.0000
49.7500	-0.9859	-1.7401	2.0000
49.7490	-0.9876	-1.7391	2.0000
49.7480	-0.9894	-1.7381	2.0000
49.7470	-0.9911	-1.7371	2.0000
49.7460	-0.9929	-1.7362	2.0000
49.7450	-0.9946	-1.7352	2.0000
49.7440	-0.9963	-1.7342	2.0000
49.7430	-0.9981	-1.7332	2.0000
49.7420	-0.9998	-1.7322	2.0000
49.7410	-1.0015	-1.7312	2.0000
49.7400	-1.0033	-1.7302	2.0000
49.7390	-1.0050	-1.7292	2.0000
49.7380	-1.0067	-1.7282	2.0000
49.7370	-1.0084	-1.7271	2.0000
49.7360	-1.0102	-1.7261	2.0000
49.7350	-1.0119	-1.7251	2.0000
49.7340	-1.0136	-1.7241	2.0000
49.7330	-1.0153	-1.7231	2.0000
49.7320	-1.0171	-1.7221	2.0000
49.7310	-1.0188	-1.7211	2.0000
49.7300	-1.0205	-1.7200	2.0000
49.7290	-1.0222	-1.7190	2.0000
49.7280	-1.0239	-1.7180	2.0000
49.7270	-1.0257	-1.7170	2.0000
49.7260	-1.0274	-1.7160	2.0000
49.7250	-1.0291	-1.7149	2.0000
49.7240	-1.0308	-1.7139	2.0000
49.7230	-1.0325	-1.7129	2.0000
49.7220	-1.0342	-1.7118	2.0000
49.7210	-1.0359	-1.7108	2.0000
49.7200	-1.0377	-1.7098	2.0000
49.7190	-1.0394	-1.7087	2.0000
49.7180	-1.0411	-1.7077	2.0000
49.7170	-1.0428	-1.7066	2.0000
49.7160	-1.0445	-1.7056	2.0000
49.7150	-1.0462	-1.7045	2.0000
49.7140	-1.0479	-1.7035	2.0000
49.7130	-1.0496	-1.7025	2.0000
49.7120	-1.0513	-1.7014	2.0000
49.7110	-1.0530	-1.7003	2.0000
49.7100	-1.0547	-1.6993	2.0000
49.7090	-1.0564	-1.6982	2.0000
49.7080	-1.0581	-1.6972	2.0000
49.7070	-1.0598	-1.6961	2.0000
49.7060	-1.0615	-1.6951	2.0000
49.7050	-1.0632	-1.6940	2.0000
49.7040	-1.0649	-1.6929	2.0000
49.7030	-1.0666	-1.6919	2.0000
