# Time	Position	Velocity	Total Energy
0.0000	0.0000	8.0000	32.0000
0.0010	0.0080	8.0000	32.0000
0.0020	0.0160	8.0000	32.0000
0.0030	0.0240	8.0000	32.0000
0.0040	0.0320	7.9999	32.0000
0.0050	0.0400	7.9999	32.0000
0.0060	0.0480	7.9999	32.0000
0.0070	0.0560	7.9998	32.0000
0.0080	0.0640	7.9997	32.0000
0.0090	0.0720	7.9997	32.0000
0.0100	0.0800	7.9996	32.0000
0.0110	0.0880	7.9995	32.0000
0.0120	0.0960	7.9994	32.0000
0.0130	0.1040	7.9993	32.0000
0.0140	0.1120	7.9992	32.0000
0.0150	0.1200	7.9991	32.0000
0.0160	0.1280	7.9990	32.0000
0.0170	0.1360	7.9988	32.0000
0.0180	0.1440	7.9987	32.0000
0.0190	0.1520	7.9986	32.0000
0.0200	0.1600	7.9984	32.0000
0.0210	0.1680	7.9982	32.0000
0.0220	0.1760	7.9981	32.0000
0.0230	0.1840	7.9979	32.0000
0.0240	0.1920	7.9977	32.0000
0.0250	0.2000	7.9975	32.0000
0.0260	0.2080	7.9973	32.0000
0.0270	0.2160	7.9971	32.0000
0.0280	0.2240	7.9969	32.0000
0.0290	0.2320	7.9966	32.0000
0.0300	0.2400	7.9964	32.0000
0.0310	0.2480	7.9962	32.0000
0.0320	0.2560	7.9959	32.0000
0.0330	0.2640	7.9956	32.0000
0.0340	0.2719	7.9954	32.0000
0.0350	0.2799	7.9951	32.0000
0.0360	0.2879	7.9948	32.0000
0.0370	0.2959	7.9945	32.0000
0.0380	0.3039	7.9942	32.0000
0.0390	0.3119	7.9939	32.0000
0.0400	0.3199	7.9936	32.0000
0.0410	0.3279	7.9933	32.0000
0.0420	0.3359	7.9929	32.0000
0.0430	0.3439	7.9926	32.0000
0.0440	0.3519	7.9923	32.0000
0.0450	0.3599	7.9919	32.0000
0.0460	0.3679	7.9915	32.0000
0.0470	0.3759	7.9912	32.0000
0.0480	0.3839	7.9908	32.0000
0.0490	0.3918	7.9904	32.0000
0.0500	0.3998	7.9900	32.0000
0.0510	0.4078	7.9896	32.0000
0.0520	0.4158	7.9892	32.0000
0.0530	0.4238	7.9888	32.0000
0.0540	0.4318	7.9883	32.0000
0.0550	0.4398	7.9879	32.0000
0.0560	0.4478	7.9875	32.0000
0.0570	0.4558	7.9870	32.0000
0.0580	0.4637	7.9865	32.0000
0.0590	0.4717	7.9861	32.0000
0.0600	0.4797	7.9856	32.0000
0.0610	0.4877	7.9851	32.0000
0.0620	0.4957	7.9846	32.0000
0.0630	0.5037	7.9841	32.0000
0.0640	0.5117	7.9836	32.0000
0.0650	0.5196	7.9831	32.0000
0.0660	0.5276	7.9826	32.0000
0.0670	0.5356	7.9821	32.0000
0.0680	0.5436	7.9815	32.0000
0.0690	0.5516	7.9810	32.0000
0.0700	0.5595	7.9804	32.0000
0.0710	0.5675	7.9798	32.0000
0.0720	0.5755	7.9793	32.0000
0.0730	0.5835	7.9787	32.0000
0.0740	0.5915	7.9781	32.0000
0.0750	0.5994	7.9775	32.0000
0.0760	0.6074	7.9769	32.0000
0.0770	0.6154	7.9763	32.0000
0.0780	0.6234	7.9757	32.0000
0.0790	0.6313	7.9750	32.0000
0.0800	0.6393	7.9744	32.0000
0.0810	0.6473	7.9738	32.0000
0.0820	0.6553	7.9731	32.0000
0.0830	0.6632	7.9725	32.0000
0.0840	0.6712	7.9718	32.0000
0.0850	0.6792	7.9711	32.0000
0.0860	0.6872	7.9704	32.0000
0.0870	0.6951	7.9697	32.0000
0.0880	0.7031	7.9690	32.0000
0.0890	0.7111	7.9683	32.0000
0.0900	0.7190	7.9676	32.0000
0.0910	0.7270	7.9669	32.0000
0.0920	0.7350	7.9662	32.0000
0.0930	0.7429	7.9654	32.0000
0.0940	0.7509	7.9647	32.0000
0.0950	0.7589	7.9639	32.0000
0.0960	0.7668	7.9632	32.0000
0.0970	0.7748	7.9624	32.0000
0.0980	0.7827	7.9616	32.0000
0.0990	0.7907	7.9608	32.0000
0.1000	0.7987	7.9600	32.0000
0.1010	0.8066	7.9592	32.0000
0.1020	0.8146	7.9584	32.0000
0.1030	0.8225	7.9576	32.0000
0.1040	0.8305	7.9568	32.0000
0.1050	0.8385	7.9559	32.0000
0.1060	0.8464	7.9551	32.0000
0.1070	0.8544	7.9542	32.0000
0.1080	0.8623	7.9534	32.0000
0.1090	0.8703	7.9525	32.0000
0.1100	0.8782	7.9516	32.0000
0.1110	0.8862	7.9508	32.0000
0.1120	0.8941	7.9499	32.0000
0.1130	0.9021	7.9490	32.0000
0.1140	0.9100	7.9481	32.0000
0.1150	0.9180	7.9472	32.0000
0.1160	0.9259	7.9462	32.0000
0.1170	0.9339	7.9453	32.0000
0.1180	0.9418	7.9444	32.0000
0.1190	0.9498	7.9434	32.0000
0.1200	0.9577	7.9425	32.0000
0.1210	0.9656	7.9415	32.0000
0.1220	0.9736	7.9405	32.0000
0.1230	0.9815	7.9396	32.0000
0.1240	0.9895	7.9386	32.0000
0.1250	0.9974	7.9376	32.0000
0.1260	1.0053	7.9366	32.0000
0.1270	1.0133	7.9356	32.0000
0.1280	1.0212	7.9346	32.0000
0.1290	1.0291	7.9335	32.0000
0.1300	1.0371	7.9325	32.0000
0.1310	1.0450	7.9315	32.0000
0.1320	1.0529	7.9304	32.0000
0.1330	1.0609	7.9293	32.0000
0.1340	1.0688	7.9283	32.0000
0.1350	1.0767	7.9272	32.0000
0.1360	1.0846	7.9261	32.0000
0.1370	1.0926	7.9250	32.0000
0.1380	1.1005	7.9239	32.0000
0.1390	1.1084	7.9228	32.0000
0.1400	1.1163	7.9217	32.0000
0.1410	1.1243	7.9206	32.0000
0.1420	1.1322	7.9195	32.0000
0.1430	1.1401	7.9183	32.0000
0.1440	1.1480	7.9172	32.0000
0.1450	1.1559	7.9160	32.0000
0.1460	1.1639	7.9149	32.0000
0.1470	1.1718	7.9137	32.0000
0.1480	1.1797	7.9125	32.0000
0.1490	1.1876	7.9114	32.0000
0.1500	1.1955	7.9102	32.0000
0.1510	1.2034	7.9090	32.0000
0.1520	1.2113	7.9078	32.0000
0.1530	1.2192	7.9065	32.0000
0.1540	1.2271	7.9053	32.0000
0.1550	1.2350	7.9041	32.0000
0.1560	1.2429	7.9029	32.0000
0.1570	1.2508	7.9016	32.0000
0.1580	1.2587	7.9004	32.0000
0.1590	1.2666	7.8991	32.0000
0.1600	1.2745	7.8978	32.0000
0.1610	1.2824	7.8965	32.0000
0.1620	1.2903	7.8953	32.0000
0.1630	1.2982	7.8940	32.0000
0.1640	1.3061	7.8927	32.0000
0.1650	1.3140	7.8913	32.0000
0.1660	1.3219	7.8900	32.0000
0.1670	1.3298	7.8887	32.0000
0.1680	1.3377	7.8874	32.0000
0.1690	1.3456	7.8860	32.0000
0.1700	1.3535	7.8847	32.0000
0.1710	1.3613	7.8833	32.0000
0.1720	1.3692	7.8820	32.0000
0.1730	1.3771	7.8806	32.0000
0.1740	1.3850	7.8792	32.0000
0.1750	1.3929	7.8778	32.0000
0.1760	1.4007	7.8764	32.0000
0.1770	1.4086	7.8750	32.0000
0.1780	1.4165	7.8736	32.0000
0.1790	1.4244	7.8722	32.0000
0.1800	1.4322	7.8707	32.0000
0.1810	1.4401	7.8693	32.0000
0.1820	1.4480	7.8679	32.0000
0.1830	1.4558	7.8664	32.0000
0.1840	1.4637	7.8650	32.0000
