# Time	Position	Velocity	Total Energy
0.0000	0.0000	1.0000	0.5000
4.0000	4.0000	-7.0000	32.5000
8.0000	-56.0000	97.0000	6272.5000
12.0000	780.0000	-1351.0000	1216800.5000
16.0000	-10864.0000	18817.0000	236052992.5000
20.0000	151316.0000	-262087.0000	45793063712.5000
24.0000	-2107560.0000	3650401.0000	8883618307200.5000
28.0000	29354524.0000	-50843527.0000	1723376158533152.5000
32.0000	-408855776.0000	708158977.0000	334326091137124352.0000
36.0000	5694626340.0000	-9863382151.0000	64857538304443588608.0000
40.0000	-79315912984.0000	137379191137.0000	12582028104970918690816.0000
44.0000	1104728155436.0000	-1913445293767.0000	2440848594826053931761664.0000
48.0000	-15386878263120.0000	26650854921601.0000	473512045368149477697781760.0000
52.0000	214311567528244.0000	-371198523608647.0000	91858895952826167608821678080.0000
56.0000	-2984975067132296.0000	5170128475599457.0000	17820152302802909838192582590464.0000
60.0000	41575339372323904.0000	-72010600134783760.0000	3457017687847812514903995822637056.0000
64.0000	-579069776145402368.0000	1002978273411373184.0000	670643611290172874768830877589831680.0000
68.0000	8065401526663309312.0000	-13969685227624441856.0000	130101403572605693410201796812094832640.0000
72.0000	-112336551597140934656.0000	194572614913330806784.0000	25239001649474213742470582512278103392256.0000
76.0000	1564646320833309704192.0000	-2710046923559006633984.0000	4896236218594424769241988618063944500641792.0000
80.0000	-21792711940069195251712.0000	37746084314912766558208.0000	949844587405668978965201327238086023868055552.0000
84.0000	303533320840135420411904.0000	-525735133485219679567872.0000	184264953720481171397545484667770910172589850624.0000
88.0000	-4227673779821826392719360.0000	7322545784478162332155904.0000	35746451177185940510346276331252359521996002820096.0000
92.0000	58883899596665437298884608.0000	-101989905849209058406432768.0000	6934627263420351460106992519965750734679515630403584.0000
96.0000	-820146920573494260358184960.0000	1420536136104448570532298752.0000	1345281942652370948325733045462390887354540673774649344.0000
