# Time	Position	Velocity	Total Energy
0.0000	0.0000	8.0000	32.0000
2.0000	16.0000	8.0000	160.0000
4.0000	32.0000	8.0000	544.0000
6.0000	33.4512	-6.5488	580.9359
8.0000	32.4626	5.5601	542.3663
10.0000	48.0534	10.0307	1204.8711
12.0000	52.2851	-5.7990	1383.6800
14.0000	49.3914	2.9053	1223.9773
16.0000	63.7873	11.4905	2100.4236
18.0000	70.9186	-4.3592	2524.2220
20.0000	66.8066	0.2472	2231.5898
22.0000	79.3168	12.2630	3220.7719
24.0000	89.2358	-2.3441	3984.2602
26.0000	84.6892	-2.2025	3588.5579
28.0000	94.7735	12.2868	4566.4943
30.0000	107.1462	0.0858	5740.1546
32.0000	102.9834	-4.2486	5311.8132
34.0000	110.2946	11.5599	6149.2638
36.0000	124.5915	2.7370	7765.2653
38.0000	121.6002	-5.7283	7409.7153
40.0000	126.0121	10.1402	7990.9389
42.0000	141.5506	5.3983	10032.8528
44.0000	140.4253	-6.5235	9880.9126
46.0000	142.0426	8.1408	10121.1850
48.0000	158.0410	7.8576	12519.3464
50.0000	159.3275	-6.5710	12714.2195
52.0000	158.4775	5.7210	12573.9293
54.0000	174.1176	9.9190	15207.6650
56.0000	178.1696	-5.8670	15889.4224
58.0000	175.3763	3.0736	15383.1409
60.0000	189.8683	11.4184	18090.1808
62.0000	196.8192	-4.4675	19378.8857
64.0000	192.7612	0.4094	18578.5160
66.0000	205.4069	12.2363	21170.8696
68.0000	215.1592	-2.4841	23149.8254
70.0000	210.6159	-2.0593	22181.6395
72.0000	220.8642	12.3076	24466.2301
74.0000	233.0971	-0.0747	27167.1286
76.0000	228.8866	-4.1358	26203.0842
78.0000	236.3772	11.6265	28004.6842
80.0000	250.5725	2.5688	31396.5875
82.0000	247.4864	-5.6549	30640.7457
84.0000	252.0788	10.2473	31824.3767
86.0000	267.5619	5.2357	35808.3813
88.0000	266.3022	-6.4954	35479.5182
90.0000	268.0868	8.2800	35969.5372
92.0000	284.0803	7.7136	40380.5673
94.0000	285.2036	-6.5904	40692.2557
96.0000	284.4943	5.8811	40485.8046
98.0000	300.1806	9.8051	45102.2570
