# Time	Position	Velocity	Total Energy
0.0000	0.0000	1.0000	0.5000
1.0000	1.0000	1.0000	1.0000
2.0000	2.0000	1.0000	2.5000
3.0000	2.5793	0.1585	3.3389
4.0000	2.2831	-0.7508	2.8882
5.0000	1.4618	-0.8919	1.4662
6.0000	0.9483	-0.1351	0.4588
7.0000	1.2927	0.8238	1.1749
8.0000	2.2563	1.1033	3.1539
9.0000	3.0310	0.4463	4.6931
10.0000	2.9826	-0.5431	4.5954
11.0000	2.2334	-0.9552	2.9504
12.0000	1.5503	-0.4112	1.2862
13.0000	1.6391	0.5888	1.5166
14.0000	2.4961	1.1254	3.7486
15.0000	3.4114	0.7052	6.0676
16.0000	3.6213	-0.2854	6.5978
17.0000	3.0108	-0.9357	4.9702
18.0000	2.2191	-0.6478	2.6719
19.0000	2.0520	0.3136	2.1545
20.0000	2.7411	1.0646	4.3235
21.0000	3.7307	0.9147	7.3776
22.0000	4.1890	0.0018	8.7738
23.0000	3.7724	-0.8349	7.4642
24.0000	2.9420	-0.8260	4.6688
25.0000	2.5391	0.0202	3.2237
26.0000	3.0121	0.9258	4.9648
27.0000	4.0040	1.0581	8.5759
28.0000	4.6809	0.2956	10.9989
29.0000	4.4982	-0.6608	10.3354
30.0000	3.7020	-0.9317	7.2863
31.0000	3.1021	-0.2681	4.8474
32.0000	3.3280	0.7199	5.7970
33.0000	4.2500	1.1240	9.6628
34.0000	5.0982	0.5726	13.1600
35.0000	5.1709	-0.4274	13.4602
36.0000	4.4790	-0.9564	10.4879
37.0000	3.7366	-0.5283	7.1207
38.0000	3.7043	0.4635	6.9682
39.0000	4.4896	1.1071	10.6908
40.0000	5.4484	0.8107	15.1713
41.0000	5.7772	-0.1531	16.6999
42.0000	5.2516	-0.8982	14.1929
43.0000	4.4327	-0.7396	10.0978
44.0000	4.1514	0.1769	8.6325
45.0000	4.7442	1.0087	11.7623
46.0000	5.7440	0.9910	16.9880
47.0000	6.3096	0.1401	19.9152
48.0000	5.9988	-0.7617	18.2828
49.0000	5.1753	-0.8853	13.7838
50.0000	4.6742	-0.1170	10.9308
51.0000	5.0341	0.8367	13.0209
52.0000	6.0020	1.0991	18.6160
53.0000	6.7660	0.4289	22.9813
54.0000	6.7016	-0.5577	22.6111
55.0000	5.9459	-0.9537	18.1315
56.0000	5.2716	-0.3949	13.9729
57.0000	5.3766	0.6049	14.6370
58.0000	6.2423	1.1264	20.1175
59.0000	7.1506	0.6903	25.8041
60.0000	7.3445	-0.3026	27.0164
61.0000	6.7235	-0.9393	23.0439
62.0000	5.9366	-0.6345	17.8227
63.0000	5.7851	0.3316	16.7887
64.0000	6.4863	1.0708	21.6092
65.0000	7.4734	0.9034	28.3337
66.0000	7.9168	-0.0166	31.3378
67.0000	7.4867	-0.8434	28.3814
68.0000	6.6566	-0.8169	22.4887
69.0000	6.2675	0.0386	19.6412
70.0000	6.7550	0.9366	23.2539
71.0000	7.7490	1.0513	30.5761
72.0000	8.4134	0.2775	35.4311
73.0000	8.2153	-0.6736	33.9726
74.0000	7.4148	-0.9274	27.9197
75.0000	6.8258	-0.2507	23.3270
76.0000	7.0677	0.7345	25.2458
77.0000	7.9961	1.1223	32.5983
78.0000	8.8353	0.5562	39.1858
79.0000	8.8917	-0.4434	39.6294
80.0000	8.1914	-0.9573	34.0074
81.0000	7.4561	-0.5132	27.9282
82.0000	7.4398	0.4807	27.7908
83.0000	8.2354	1.1106	34.5277
84.0000	9.1894	0.7973	42.5400
85.0000	9.5025	-0.1710	45.1634
86.0000	8.9649	-0.9042	40.5933
87.0000	8.1487	-0.7282	33.4656
88.0000	7.8823	0.1953	31.0841
89.0000	8.4885	1.0171	36.5444
90.0000	9.4879	0.9817	45.4921
91.0000	10.0396	0.1217	50.4042
92.0000	9.7143	-0.7723	47.4817
93.0000	8.8889	-0.8783	39.8922
94.0000	8.4003	-0.0989	35.2877
95.0000	8.7756	0.8494	38.8664
96.0000	9.7477	1.0947	48.1076
97.0000	10.5007	0.4114	55.2170
98.0000	10.4203	-0.5722	54.4552
99.0000	9.6583	-0.9518	47.0947
