# Time	Position	Velocity	Total Energy
0.0000	0.0000	2.0000	2.0000
4.0000	8.0000	2.0000	34.0000
8.0000	16.0000	2.0000	130.0000
12.0000	36.1088	8.0544	684.3610
16.0000	52.4968	0.1396	1377.9661
20.0000	61.6402	4.4321	1909.5772
24.0000	83.9752	6.7354	3548.5974
28.0000	96.3095	-0.5682	4637.9217
32.0000	108.5260	6.6764	5911.2300
36.0000	130.8972	4.5092	8577.2033
40.0000	140.1111	0.0978	9815.5637
44.0000	156.3706	8.0320	12258.1432
48.0000	176.5768	2.0711	15591.8309
52.0000	184.5780	1.9295	17036.3740
56.0000	204.5880	8.0755	20960.7228
60.0000	221.1040	0.1825	24443.5017
64.0000	230.1788	4.3549	26500.6177
68.0000	252.4754	6.7934	31894.9797
72.0000	264.9285	-0.5668	35093.7162
76.0000	277.0281	6.6166	38394.1644
80.0000	299.4333	4.5860	44840.6663
84.0000	308.7196	0.0572	47653.9088
88.0000	324.8505	8.0083	52795.9804
92.0000	345.1525	2.1427	59567.4122
96.0000	353.1571	1.8596	62361.6860
