# Time	Position	Velocity	Total Energy
0.0000	0.0000	8.0000	32.0000
0.0100	0.0800	8.0000	32.0032
0.0200	0.1600	8.0000	32.0128
0.0300	0.2400	7.9992	32.0224
0.0400	0.3200	7.9976	32.0320
0.0500	0.3999	7.9952	32.0416
0.0600	0.4799	7.9920	32.0512
0.0700	0.5598	7.9880	32.0608
0.0800	0.6396	7.9832	32.0704
0.0900	0.7194	7.9776	32.0799
0.1000	0.7992	7.9712	32.0895
0.1100	0.8789	7.9640	32.0991
0.1200	0.9585	7.9560	32.1086
0.1300	1.0380	7.9473	32.1182
0.1400	1.1174	7.9377	32.1277
0.1500	1.1967	7.9273	32.1372
0.1600	1.2759	7.9161	32.1467
0.1700	1.3550	7.9042	32.1562
0.1800	1.4340	7.8914	32.1657
0.1900	1.5129	7.8779	32.1751
0.2000	1.5916	7.8636	32.1846
0.2100	1.6701	7.8485	32.1940
0.2200	1.7485	7.8326	32.2034
0.2300	1.8268	7.8159	32.2128
0.2400	1.9049	7.7985	32.2222
0.2500	1.9828	7.7802	32.2315
0.2600	2.0605	7.7612	32.2408
0.2700	2.1380	7.7414	32.2501
0.2800	2.2153	7.7208	32.2594
0.2900	2.2924	7.6995	32.2687
0.3000	2.3693	7.6774	32.2779
0.3100	2.4459	7.6545	32.2871
0.3200	2.5224	7.6309	32.2963
0.3300	2.5985	7.6065	32.3054
0.3400	2.6745	7.5813	32.3145
0.3500	2.7502	7.5554	32.3236
0.3600	2.8256	7.5287	32.3326
0.3700	2.9007	7.5013	32.3417
0.3800	2.9756	7.4731	32.3506
0.3900	3.0502	7.4442	32.3596
0.4000	3.1245	7.4145	32.3685
0.4100	3.1985	7.3841	32.3774
0.4200	3.2722	7.3529	32.3862
0.4300	3.3455	7.3210	32.3950
0.4400	3.4186	7.2884	32.4038
0.4500	3.4913	7.2551	32.4125
0.4600	3.5637	7.2210	32.4212
0.4700	3.6357	7.1862	32.4298
0.4800	3.7074	7.1507	32.4384
0.4900	3.7787	7.1144	32.4470
0.5000	3.8497	7.0775	32.4555
0.5100	3.9203	7.0398	32.4640
0.5200	3.9905	7.0015	32.4724
0.5300	4.0603	6.9624	32.4808
0.5400	4.1297	6.9227	32.4891
0.5500	4.1987	6.8822	32.4974
0.5600	4.2674	6.8411	32.5056
0.5700	4.3356	6.7993	32.5138
0.5800	4.4033	6.7568	32.5219
0.5900	4.4707	6.7136	32.5300
0.6000	4.5376	6.6698	32.5380
0.6100	4.6041	6.6253	32.5460
0.6200	4.6701	6.5801	32.5539
0.6300	4.7357	6.5343	32.5618
0.6400	4.8008	6.4878	32.5696
0.6500	4.8654	6.4407	32.5774
0.6600	4.9296	6.3929	32.5851
0.6700	4.9933	6.3445	32.5927
0.6800	5.0565	6.2954	32.6003
0.6900	5.1192	6.2457	32.6078
0.7000	5.1814	6.1954	32.6153
0.7100	5.2431	6.1445	32.6227
0.7200	5.3043	6.0930	32.6300
0.7300	5.3650	6.0408	32.6373
0.7400	5.4251	5.9881	32.6445
0.7500	5.4847	5.9347	32.6517
0.7600	5.5438	5.8808	32.6587
0.7700	5.6023	5.8263	32.6658
0.7800	5.6603	5.7711	32.6727
0.7900	5.7178	5.7155	32.6796
0.8000	5.7746	5.6592	32.6864
0.8100	5.8309	5.6024	32.6932
0.8200	5.8867	5.5450	32.6999
0.8300	5.9418	5.4870	32.7065
0.8400	5.9964	5.4285	32.7130
0.8500	6.0504	5.3695	32.7195
0.8600	6.1038	5.3099	32.7259
0.8700	6.1566	5.2498	32.7322
0.8800	6.2088	5.1892	32.7385
0.8900	6.2604	5.1281	32.7447
0.9000	6.3114	5.0664	32.7508
0.9100	6.3617	5.0042	32.7569
0.9200	6.4114	4.9416	32.7628
0.9300	6.4605	4.8784	32.7687
0.9400	6.5090	4.8148	32.7745
0.9500	6.5568	4.7506	32.7803
0.9600	6.6040	4.6860	32.7859
0.9700	6.6505	4.6210	32.7915
0.9800	6.6964	4.5554	32.7970
0.9900	6.7417	4.4894	32.8024
1.0000	6.7862	4.4230	32.8078
1.0100	6.8301	4.3561	32.8130
1.0200	6.8733	4.2888	32.8182
1.0300	6.9159	4.2210	32.8233
1.0400	6.9578	4.1529	32.8284
1.0500	6.9989	4.0843	32.8333
1.0600	7.0394	4.0153	32.8381
1.0700	7.0792	3.9459	32.8429
1.0800	7.1184	3.8761	32.8476
1.0900	7.1568	3.8059	32.8522
1.1000	7.1945	3.7354	32.8567
1.1100	7.2315	3.6645	32.8612
1.1200	7.2678	3.5932	32.8655
1.1300	7.3033	3.5215	32.8698
1.1400	7.3382	3.4495	32.8740
1.1500	7.3723	3.3771	32.8781
1.1600	7.4057	3.3044	32.8821
1.1700	7.4384	3.2314	32.8860
1.1800	7.4704	3.1581	32.8898
1.1900	7.5016	3.0844	32.8936
1.2000	7.5320	3.0105	32.8972
1.2100	7.5618	2.9362	32.9008
1.2200	7.5908	2.8616	32.9043
1.2300	7.6190	2.7868	32.9077
1.2400	7.6465	2.7116	32.9110
1.2500	7.6732	2.6362	32.9142
1.2600	7.6992	2.5606	32.9173
1.2700	7.7244	2.4847	32.9203
1.2800	7.7489	2.4085	32.9233
1.2900	7.7726	2.3321	32.9261
1.3000	7.7956	2.2554	32.9289
1.3100	7.8177	2.1786	32.9315
1.3200	7.8391	2.1015	32.9341
1.3300	7.8598	2.0242	32.9366
1.3400	7.8796	1.9467	32.9389
1.3500	7.8987	1.8690	32.9412
1.3600	7.9170	1.7911	32.9434
1.3700	7.9345	1.7131	32.9455
1.3800	7.9512	1.6348	32.9475
1.3900	7.9672	1.5565	32.9494
1.4000	7.9824	1.4779	32.9513
1.4100	7.9968	1.3992	32.9530
1.4200	8.0104	1.3204	32.9546
1.4300	8.0232	1.2414	32.9562
1.4400	8.0352	1.1623	32.9576
1.4500	8.0464	1.0831	32.9589
1.4600	8.0568	1.0038	32.9602
1.4700	8.0665	0.9244	32.9614
1.4800	8.0753	0.8449	32.9624
1.4900	8.0834	0.7653	32.9634
1.5000	8.0906	0.6856	32.9642
1.5100	8.0971	0.6059	32.9650
1.5200	8.1028	0.5261	32.9657
1.5300	8.1076	0.4462	32.9663
1.5400	8.1117	0.3663	32.9668
1.5500	8.1149	0.2864	32.9672
1.5600	8.1174	0.2064	32.9675
1.5700	8.1191	0.1264	32.9677
1.5800	8.1199	0.0464	32.9678
1.5900	8.1200	-0.0336	32.9678
1.6000	8.1193	-0.1136	32.9677
1.6100	8.1177	-0.1935	32.9675
1.6200	8.1154	-0.2735	32.9672
1.6300	8.1123	-0.3534	32.9668
1.6400	8.1083	-0.4334	32.9664
1.6500	8.1036	-0.5132	32.9658
1.6600	8.0981	-0.5930	32.9651
1.6700	8.0917	-0.6728	32.9644
1.6800	8.0846	-0.7525	32.9635
1.6900	8.0767	-0.8321	32.9626
1.7000	8.0680	-0.9116	32.9615
1.7100	8.0585	-0.9910	32.9604
1.7200	8.0481	-1.0703	32.9592
1.7300	8.0370	-1.1496	32.9578
1.7400	8.0252	-1.2287	32.9564
1.7500	8.0125	-1.3077	32.9549
1.7600	7.9990	-1.3865	32.9533
1.7700	7.9847	-1.4652	32.9515
1.7800	7.9697	-1.5438	32.9497
1.7900	7.9539	-1.6222	32.9478
1.8000	7.9373	-1.7005	32.9458
1.8100	7.9199	-1.7786	32.9438
1.8200	7.9017	-1.8565	32.9416
1.8300	7.8827	-1.9342	32.9393
1.8400	7.8630	-2.0117	32.9369
1.8500	7.8425	-2.0891	32.9345
1.8600	7.8212	-2.1662	32.9319
1.8700	7.7992	-2.2431	32.9293
1.8800	7.7764	-2.3198	32.9265
1.8900	7.7528	-2.3962	32.9237
1.9000	7.7284	-2.4724	32.9208
1.9100	7.7033	-2.5484	32.9178
1.9200	7.6775	-2.6241	32.9147
1.9300	7.6509	-2.6995	32.9115
1.9400	7.6235	-2.7747	32.9082
1.9500	7.5954	-2.8496	32.9048
1.9600	7.5665	-2.9242	32.9014
1.9700	7.5369	-2.9985	32.8978
1.9800	7.5065	-3.0725	32.8942
1.9900	7.4754	-3.1462	32.8904
2.0000	7.4436	-3.2196	32.8866
2.0100	7.4110	-3.2927	32.8827
2.0200	7.3777	-3.3655	32.8787
2.0300	7.3437	-3.4379	32.8746
2.0400	7.3090	-3.5099	32.8705
2.0500	7.2735	-3.5816	32.8662
2.0600	7.2374	-3.6530	32.8619
2.0700	7.2005	-3.7240	32.8574
2.0800	7.1629	-3.7946	32.8529
2.0900	7.1246	-3.8648	32.8483
2.1000	7.0856	-3.9347	32.8436
2.1100	7.0459	-4.0041	32.8389
2.1200	7.0055	-4.0732	32.8340
2.1300	6.9644	-4.1418	32.8291
2.1400	6.9227	-4.2101	32.8241
2.1500	6.8802	-4.2779	32.8190
2.1600	6.8371	-4.3453	32.8138
2.1700	6.7933	-4.4122	32.8086
2.1800	6.7489	-4.4787	32.8032
2.1900	6.7038	-4.5448	32.7978
2.2000	6.6580	-4.6104	32.7923
2.2100	6.6115	-4.6756	32.7867
2.2200	6.5645	-4.7402	32.7811
2.2300	6.5167	-4.8044	32.7754
2.2400	6.4684	-4.8682	32.7696
2.2500	6.4194	-4.9314	32.7637
2.2600	6.3698	-4.9942	32.7577
