# Time	Position	Velocity	Total Energy
50.0000	50.0000	1.0000	1250.5000
48.0000	-48.0000	-1.0000	1152.5000
46.0000	46.0000	1.0000	1058.5000
44.0000	-44.0000	-1.0000	968.5000
42.0000	42.0000	1.0000	882.5000
40.0000	-40.0000	-1.0000	800.5000
38.0000	38.0000	1.0000	722.5000
36.0000	-36.0000	-1.0000	648.5000
34.0000	34.0000	1.0000	578.5000
32.0000	-32.0000	-1.0000	512.5000
30.0000	30.0000	1.0000	450.5000
28.0000	-28.0000	-1.0000	392.5000
26.0000	26.0000	1.0000	338.5000
24.0000	-24.0000	-1.0000	288.5000
22.0000	22.0000	1.0000	242.5000
20.0000	-20.0000	-1.0000	200.5000
18.0000	18.0000	1.0000	162.5000
16.0000	-16.0000	-1.0000	128.5000
14.0000	14.0000	1.0000	98.5000
12.0000	-12.0000	-1.0000	72.5000
10.0000	10.0000	1.0000	50.5000
8.0000	-8.0000	-1.0000	32.5000
6.0000	6.0000	1.0000	18.5000
4.0000	-4.0000	-1.0000	8.5000
2.0000	2.0000	1.0000	2.5000
