# Time	Position	Velocity	Total Energy
0.0000	0.0000	1.0000	0.5000
2.0000	2.0000	1.0000	2.5000
4.0000	4.0000	1.0000	8.5000
6.0000	4.1814	-0.8186	9.0771
8.0000	4.0578	0.6950	8.4745
10.0000	6.0067	1.2538	18.8261
12.0000	6.5356	-0.7249	21.6200
14.0000	6.1739	0.3632	19.1246
16.0000	7.9734	1.4363	32.8191
18.0000	8.8648	-0.5449	39.4410
20.0000	8.3508	0.0309	34.8686
22.0000	9.9146	1.5329	50.3246
24.0000	11.1545	-0.2930	62.2541
26.0000	10.5862	-0.2753	56.0712
28.0000	11.8467	1.5358	71.3515
30.0000	13.3933	0.0107	89.6899
32.0000	12.8729	-0.5311	82.9971
34.0000	13.7868	1.4450	96.0822
36.0000	15.5739	0.3421	121.3323
38.0000	15.2000	-0.7160	115.7768
40.0000	15.7515	1.2675	124.8584
42.0000	17.6938	0.6748	156.7633
44.0000	17.5532	-0.8154	154.3893
46.0000	17.7553	1.0176	158.1435
48.0000	19.7551	0.9822	195.6148
50.0000	19.9159	-0.8214	198.6597
52.0000	19.8097	0.7151	196.4676
54.0000	21.7647	1.2399	237.6198
56.0000	22.2712	-0.7334	248.2722
58.0000	21.9220	0.3842	240.3616
60.0000	23.7335	1.4273	282.6591
62.0000	24.6024	-0.5584	302.7951
64.0000	24.0951	0.0512	290.2893
66.0000	25.6759	1.5295	330.7948
68.0000	26.8949	-0.3105	361.7160
70.0000	26.3270	-0.2574	346.5881
72.0000	27.6080	1.5384	382.2848
74.0000	29.1371	-0.0093	424.4864
76.0000	28.6108	-0.5170	409.4232
78.0000	29.5472	1.4533	437.5732
80.0000	31.3216	0.3211	490.5717
82.0000	30.9358	-0.7069	478.7617
84.0000	31.5099	1.2809	497.2559
86.0000	33.4452	0.6545	559.5060
88.0000	33.2878	-0.8119	554.3675
90.0000	33.5108	1.0350	562.0240
92.0000	35.5100	0.9642	630.9464
94.0000	35.6504	-0.8238	635.8165
96.0000	35.5618	0.7351	632.5907
98.0000	37.5226	1.2256	704.7228
