# Time	Position	Velocity	Total Energy
0.0000	0.0000	4.0000	8.0000
2.0000	8.0000	-4.0000	40.0000
4.0000	-16.0000	4.0000	136.0000
6.0000	24.0000	-4.0000	296.0000
8.0000	-32.0000	4.0000	520.0000
10.0000	40.0000	-4.0000	808.0000
12.0000	-48.0000	4.0000	1160.0000
14.0000	56.0000	-4.0000	1576.0000
16.0000	-64.0000	4.0000	2056.0000
18.0000	72.0000	-4.0000	2600.0000
20.0000	-80.0000	4.0000	3208.0000
22.0000	88.0000	-4.0000	3880.0000
24.0000	-96.0000	4.0000	4616.0000
26.0000	104.0000	-4.0000	5416.0000
28.0000	-112.0000	4.0000	6280.0000
30.0000	120.0000	-4.0000	7208.0000
32.0000	-128.0000	4.0000	8200.0000
34.0000	136.0000	-4.0000	9256.0000
36.0000	-144.0000	4.0000	10376.0000
38.0000	152.0000	-4.0000	11560.0000
40.0000	-160.0000	4.0000	12808.0000
42.0000	168.0000	-4.0000	14120.0000
44.0000	-176.0000	4.0000	15496.0000
46.0000	184.0000	-4.0000	16936.0000
48.0000	-192.0000	4.0000	18440.0000
50.0000	200.0000	-4.0000	20008.0000
52.0000	-208.0000	4.0000	21640.0000
54.0000	216.0000	-4.0000	23336.0000
56.0000	-224.0000	4.0000	25096.0000
58.0000	232.0000	-4.0000	26920.0000
60.0000	-240.0000	4.0000	28808.0000
62.0000	248.0000	-4.0000	30760.0000
64.0000	-256.0000	4.0000	32776.0000
66.0000	264.0000	-4.0000	34856.0000
68.0000	-272.0000	4.0000	37000.0000
70.0000	280.0000	-4.0000	39208.0000
72.0000	-288.0000	4.0000	41480.0000
74.0000	296.0000	-4.0000	43816.0000
76.0000	-304.0000	4.0000	46216.0000
78.0000	312.0000	-4.0000	48680.0000
80.0000	-320.0000	4.0000	51208.0000
82.0000	328.0000	-4.0000	53800.0000
84.0000	-336.0000	4.0000	56456.0000
86.0000	344.0000	-4.0000	59176.0000
88.0000	-352.0000	4.0000	61960.0000
90.0000	360.0000	-4.0000	64808.0000
92.0000	-368.0000	4.0000	67720.0000
94.0000	376.0000	-4.0000	70696.0000
96.0000	-384.0000	4.0000	73736.0000
98.0000	392.0000	-4.0000	76840.0000
