# Time	Position	Velocity	Total Energy
50.0000	200.0000	4.0000	20008.0000
48.0000	-192.0000	-4.0000	18440.0000
46.0000	184.0000	4.0000	16936.0000
44.0000	-176.0000	-4.0000	15496.0000
42.0000	168.0000	4.0000	14120.0000
40.0000	-160.0000	-4.0000	12808.0000
38.0000	152.0000	4.0000	11560.0000
36.0000	-144.0000	-4.0000	10376.0000
34.0000	136.0000	4.0000	9256.0000
32.0000	-128.0000	-4.0000	8200.0000
30.0000	120.0000	4.0000	7208.0000
28.0000	-112.0000	-4.0000	6280.0000
26.0000	104.0000	4.0000	5416.0000
24.0000	-96.0000	-4.0000	4616.0000
22.0000	88.0000	4.0000	3880.0000
20.0000	-80.0000	-4.0000	3208.0000
18.0000	72.0000	4.0000	2600.0000
16.0000	-64.0000	-4.0000	2056.0000
14.0000	56.0000	4.0000	1576.0000
12.0000	-48.0000	-4.0000	1160.0000
10.0000	40.0000	4.0000	808.0000
8.0000	-32.0000	-4.0000	520.0000
6.0000	24.0000	4.0000	296.0000
4.0000	-16.0000	-4.0000	136.0000
2.0000	8.0000	4.0000	40.0000
