# Time	Position	Velocity	Total Energy
0.0000	0.0000	2.0000	2.0000
0.0100	0.0200	2.0000	2.0002
0.0200	0.0400	2.0000	2.0008
0.0300	0.0600	1.9998	2.0014
0.0400	0.0800	1.9994	2.0020
0.0500	0.1000	1.9988	2.0026
0.0600	0.1200	1.9980	2.0032
0.0700	0.1399	1.9970	2.0038
0.0800	0.1599	1.9958	2.0044
0.0900	0.1799	1.9944	2.0050
0.1000	0.1998	1.9928	2.0056
0.1100	0.2197	1.9910	2.0062
0.1200	0.2396	1.9890	2.0068
0.1300	0.2595	1.9868	2.0074
0.1400	0.2794	1.9844	2.0080
0.1500	0.2992	1.9818	2.0086
0.1600	0.3190	1.9790	2.0092
0.1700	0.3388	1.9760	2.0098
0.1800	0.3585	1.9729	2.0104
0.1900	0.3782	1.9695	2.0109
0.2000	0.3979	1.9659	2.0115
0.2100	0.4175	1.9621	2.0121
0.2200	0.4371	1.9581	2.0127
0.2300	0.4567	1.9540	2.0133
0.2400	0.4762	1.9496	2.0139
0.2500	0.4957	1.9451	2.0145
0.2600	0.5151	1.9403	2.0151
0.2700	0.5345	1.9354	2.0156
0.2800	0.5538	1.9302	2.0162
0.2900	0.5731	1.9249	2.0168
0.3000	0.5923	1.9193	2.0174
0.3100	0.6115	1.9136	2.0179
0.3200	0.6306	1.9077	2.0185
0.3300	0.6496	1.9016	2.0191
0.3400	0.6686	1.8953	2.0197
0.3500	0.6875	1.8888	2.0202
0.3600	0.7064	1.8822	2.0208
0.3700	0.7252	1.8753	2.0214
0.3800	0.7439	1.8683	2.0219
0.3900	0.7625	1.8610	2.0225
0.4000	0.7811	1.8536	2.0230
0.4100	0.7996	1.8460	2.0236
0.4200	0.8180	1.8382	2.0241
0.4300	0.8364	1.8303	2.0247
0.4400	0.8546	1.8221	2.0252
0.4500	0.8728	1.8138	2.0258
0.4600	0.8909	1.8052	2.0263
0.4700	0.9089	1.7965	2.0269
0.4800	0.9268	1.7877	2.0274
0.4900	0.9447	1.7786	2.0279
0.5000	0.9624	1.7694	2.0285
0.5100	0.9801	1.7600	2.0290
0.5200	0.9976	1.7504	2.0295
0.5300	1.0151	1.7406	2.0300
0.5400	1.0324	1.7307	2.0306
0.5500	1.0497	1.7206	2.0311
0.5600	1.0668	1.7103	2.0316
0.5700	1.0839	1.6998	2.0321
0.5800	1.1008	1.6892	2.0326
0.5900	1.1177	1.6784	2.0331
0.6000	1.1344	1.6674	2.0336
0.6100	1.1510	1.6563	2.0341
0.6200	1.1675	1.6450	2.0346
0.6300	1.1839	1.6336	2.0351
0.6400	1.2002	1.6219	2.0356
0.6500	1.2164	1.6102	2.0361
0.6600	1.2324	1.5982	2.0366
0.6700	1.2483	1.5861	2.0370
0.6800	1.2641	1.5739	2.0375
0.6900	1.2798	1.5614	2.0380
0.7000	1.2954	1.5489	2.0385
0.7100	1.3108	1.5361	2.0389
0.7200	1.3261	1.5232	2.0394
0.7300	1.3412	1.5102	2.0398
0.7400	1.3563	1.4970	2.0403
0.7500	1.3712	1.4837	2.0407
0.7600	1.3860	1.4702	2.0412
0.7700	1.4006	1.4566	2.0416
0.7800	1.4151	1.4428	2.0420
0.7900	1.4294	1.4289	2.0425
0.8000	1.4437	1.4148	2.0429
0.8100	1.4577	1.4006	2.0433
0.8200	1.4717	1.3862	2.0437
0.8300	1.4855	1.3718	2.0442
0.8400	1.4991	1.3571	2.0446
0.8500	1.5126	1.3424	2.0450
0.8600	1.5260	1.3275	2.0454
0.8700	1.5391	1.3125	2.0458
0.8800	1.5522	1.2973	2.0462
0.8900	1.5651	1.2820	2.0465
0.9000	1.5778	1.2666	2.0469
0.9100	1.5904	1.2511	2.0473
0.9200	1.6029	1.2354	2.0477
0.9300	1.6151	1.2196	2.0480
0.9400	1.6273	1.2037	2.0484
0.9500	1.6392	1.1877	2.0488
0.9600	1.6510	1.1715	2.0491
0.9700	1.6626	1.1552	2.0495
0.9800	1.6741	1.1389	2.0498
0.9900	1.6854	1.1224	2.0502
1.0000	1.6966	1.1057	2.0505
1.0100	1.7075	1.0890	2.0508
1.0200	1.7183	1.0722	2.0511
1.0300	1.7290	1.0553	2.0515
1.0400	1.7394	1.0382	2.0518
1.0500	1.7497	1.0211	2.0521
1.0600	1.7599	1.0038	2.0524
1.0700	1.7698	0.9865	2.0527
1.0800	1.7796	0.9690	2.0530
1.0900	1.7892	0.9515	2.0533
1.1000	1.7986	0.9338	2.0535
1.1100	1.8079	0.9161	2.0538
1.1200	1.8169	0.8983	2.0541
1.1300	1.8258	0.8804	2.0544
1.1400	1.8345	0.8624	2.0546
1.1500	1.8431	0.8443	2.0549
1.1600	1.8514	0.8261	2.0551
1.1700	1.8596	0.8079	2.0554
1.1800	1.8676	0.7895	2.0556
1.1900	1.8754	0.7711	2.0558
1.2000	1.8830	0.7526	2.0561
1.2100	1.8904	0.7340	2.0563
1.2200	1.8977	0.7154	2.0565
1.2300	1.9048	0.6967	2.0567
1.2400	1.9116	0.6779	2.0569
1.2500	1.9183	0.6591	2.0571
1.2600	1.9248	0.6401	2.0573
1.2700	1.9311	0.6212	2.0575
1.2800	1.9372	0.6021	2.0577
1.2900	1.9432	0.5830	2.0579
1.3000	1.9489	0.5639	2.0581
1.3100	1.9544	0.5446	2.0582
1.3200	1.9598	0.5254	2.0584
1.3300	1.9649	0.5061	2.0585
1.3400	1.9699	0.4867	2.0587
1.3500	1.9747	0.4673	2.0588
1.3600	1.9792	0.4478	2.0590
1.3700	1.9836	0.4283	2.0591
1.3800	1.9878	0.4087	2.0592
1.3900	1.9918	0.3891	2.0593
1.4000	1.9956	0.3695	2.0595
1.4100	1.9992	0.3498	2.0596
1.4200	2.0026	0.3301	2.0597
1.4300	2.0058	0.3104	2.0598
1.4400	2.0088	0.2906	2.0598
1.4500	2.0116	0.2708	2.0599
1.4600	2.0142	0.2509	2.0600
1.4700	2.0166	0.2311	2.0601
1.4800	2.0188	0.2112	2.0602
1.4900	2.0208	0.1913	2.0602
1.5000	2.0227	0.1714	2.0603
1.5100	2.0243	0.1515	2.0603
1.5200	2.0257	0.1315	2.0604
1.5300	2.0269	0.1116	2.0604
1.5400	2.0279	0.0916	2.0604
1.5500	2.0287	0.0716	2.0604
1.5600	2.0294	0.0516	2.0605
1.5700	2.0298	0.0316	2.0605
1.5800	2.0300	0.0116	2.0605
1.5900	2.0300	-0.0084	2.0605
1.6000	2.0298	-0.0284	2.0605
1.6100	2.0294	-0.0484	2.0605
1.6200	2.0288	-0.0684	2.0605
1.6300	2.0281	-0.0884	2.0604
1.6400	2.0271	-0.1083	2.0604
1.6500	2.0259	-0.1283	2.0604
1.6600	2.0245	-0.1483	2.0603
1.6700	2.0229	-0.1682	2.0603
1.6800	2.0212	-0.1881	2.0602
1.6900	2.0192	-0.2080	2.0602
1.7000	2.0170	-0.2279	2.0601
1.7100	2.0146	-0.2478	2.0600
1.7200	2.0120	-0.2676	2.0599
1.7300	2.0093	-0.2874	2.0599
1.7400	2.0063	-0.3072	2.0598
1.7500	2.0031	-0.3269	2.0597
1.7600	1.9998	-0.3466	2.0596
1.7700	1.9962	-0.3663	2.0595
1.7800	1.9924	-0.3860	2.0594
1.7900	1.9885	-0.4056	2.0592
1.8000	1.9843	-0.4251	2.0591
1.8100	1.9800	-0.4446	2.0590
1.8200	1.9754	-0.4641	2.0588
1.8300	1.9707	-0.4836	2.0587
1.8400	1.9658	-0.5029	2.0586
1.8500	1.9606	-0.5223	2.0584
1.8600	1.9553	-0.5415	2.0582
1.8700	1.9498	-0.5608	2.0581
1.8800	1.9441	-0.5799	2.0579
1.8900	1.9382	-0.5991	2.0577
1.9000	1.9321	-0.6181	2.0575
1.9100	1.9258	-0.6371	2.0574
1.9200	1.9194	-0.6560	2.0572
1.9300	1.9127	-0.6749	2.0570
1.9400	1.9059	-0.6937	2.0568
1.9500	1.8988	-0.7124	2.0566
1.9600	1.8916	-0.7310	2.0563
1.9700	1.8842	-0.7496	2.0561
1.9800	1.8766	-0.7681	2.0559
1.9900	1.8689	-0.7866	2.0557
2.0000	1.8609	-0.8049	2.0554
2.0100	1.8528	-0.8232	2.0552
2.0200	1.8444	-0.8414	2.0549
2.0300	1.8359	-0.8595	2.0547
2.0400	1.8272	-0.8775	2.0544
2.0500	1.8184	-0.8954	2.0541
2.0600	1.8093	-0.9132	2.0539
2.0700	1.8001	-0.9310	2.0536
2.0800	1.7907	-0.9486	2.0533
2.0900	1.7811	-0.9662	2.0530
2.1000	1.7714	-0.9837	2.0527
2.1100	1.7615	-1.0010	2.0524
2.1200	1.7514	-1.0183	2.0521
2.1300	1.7411	-1.0355	2.0518
2.1400	1.7307	-1.0525	2.0515
2.1500	1.7201	-1.0695	2.0512
2.1600	1.7093	-1.0863	2.0509
2.1700	1.6983	-1.1031	2.0505
2.1800	1.6872	-1.1197	2.0502
2.1900	1.6759	-1.1362	2.0499
2.2000	1.6645	-1.1526	2.0495
2.2100	1.6529	-1.1689	2.0492
2.2200	1.6411	-1.1851	2.0488
2.2300	1.6292	-1.2011	2.0485
2.2400	1.6171	-1.2170	2.0481
2.2500	1.6048	-1.2329	2.0477
2.2600	1.5924	-1.2485	2.0474
2.2700	1.5799	-1.2641	2.0470
2.2800	1.5672	-1.2795	2.0466
2.2900	1.5543	-1.2948	2.0462
2.3000	1.5413	-1.3100	2.0458
2.3100	1.5281	-1.3251	2.0454
2.3200	1.5148	-1.3400	2.0450
2.3300	1.5013	-1.3548	2.0446
2.3400	1.4877	-1.3694	2.0442
2.3500	1.4739	-1.3839	2.0438
2.3600	1.4600	-1.3983	2.0434
2.3700	1.4459	-1.4125	2.0430
2.3800	1.4317	-1.4266	2.0425
2.3900	1.4174	-1.4405	2.0421
2.4000	1.4029	-1.4543	2.0417
2.4100	1.3883	-1.4680	2.0412
2.4200	1.3736	-1.4815	2.0408
2.4300	1.3587	-1.4949	2.0403
2.4400	1.3437	-1.5081	2.0399
2.4500	1.3285	-1.5211	2.0394
2.4600	1.3133	-1.5341	2.0390
2.4700	1.2978	-1.5468	2.0385
2.4800	1.2823	-1.5594	2.0380
2.4900	1.2667	-1.5719	2.0376
2.5000	1.2509	-1.5841	2.0371
2.5100	1.2350	-1.5963	2.0366
2.5200	1.2190	-1.6082	2.0361
2.5300	1.2028	-1.6201	2.0357
2.5400	1.1866	-1.6317	2.0352
2.5500	1.1702	-1.6432	2.0347
2.5600	1.1537	-1.6545	2.0342
2.5700	1.1371	-1.6657	2.0337
2.5800	1.1204	-1.6766	2.0332
2.5900	1.1036	-1.6875	2.0327
2.6000	1.0866	-1.6981	2.0322
2.6100	1.0696	-1.7086	2.0317
2.6200	1.0525	-1.7189	2.0311
2.6300	1.0352	-1.7290	2.0306
2.6400	1.0179	-1.7390	2.0301
2.6500	1.0004	-1.7488	2.0296
2.6600	0.9829	-1.7584	2.0291
2.6700	0.9653	-1.7679	2.0285
2.6800	0.9475	-1.7771	2.0280
2.6900	0.9297	-1.7862	2.0275
2.7000	0.9118	-1.7951	2.0269
2.7100	0.8938	-1.8038	2.0264
2.7200	0.8757	-1.8124	2.0258
2.7300	0.8576	-1.8208	2.0253
2.7400	0.8393	-1.8289	2.0247
2.7500	0.8210	-1.8369	2.0242
2.7600	0.8026	-1.8448	2.0236
2.7700	0.7841	-1.8524	2.0231
2.7800	0.7656	-1.8598	2.0225
2.7900	0.7469	-1.8671	2.0220
2.8000	0.7282	-1.8742	2.0214
2.8100	0.7094	-1.8811	2.0208
2.8200	0.6906	-1.8878	2.0203
2.8300	0.6717	-1.8943	2.0197
2.8400	0.6527	-1.9006	2.0191
2.8500	0.6337	-1.9067	2.0186
2.8600	0.6146	-1.9127	2.0180
2.8700	0.5954	-1.9184	2.0174
2.8800	0.5762	-1.9240	2.0168
2.8900	0.5569	-1.9293	2.0163
2.9000	0.5376	-1.9345	2.0157
2.9100	0.5182	-1.9395	2.0151
2.9200	0.4988	-1.9443	2.0145
2.9300	0.4794	-1.9489	2.0139
2.9400	0.4599	-1.9533	2.0133
2.9500	0.4403	-1.9575	2.0128
2.9600	0.4207	-1.9615	2.0122
2.9700	0.4011	-1.9653	2.0116
2.9800	0.3814	-1.9689	2.0110
2.9900	0.3617	-1.9723	2.0104
3.0000	0.3420	-1.9755	2.0098
3.0100	0.3222	-1.9785	2.0092
3.0200	0.3024	-1.9814	2.0086
3.0300	0.2826	-1.9840	2.0080
3.0400	0.2627	-1.9864	2.0074
3.0500	0.2428	-1.9886	2.0068
3.0600	0.2229	-1.9907	2.0062
3.0700	0.2030	-1.9925	2.0056
3.0800	0.1831	-1.9941	2.0050
3.0900	0.1631	-1.9956	2.0044
3.1000	0.1432	-1.9968	2.0038
3.1100	0.1232	-1.9978	2.0032
3.1200	0.1032	-1.9987	2.0026
3.1300	0.0832	-1.9993	2.0020
3.1400	0.0632	-1.9997	2.0014
3.1500	0.0432	-1.9999	2.0008
3.1600	0.0232	-2.0000	2.0002
3.1700	0.0032	-1.9998	1.9996
3.1800	-0.0168	-1.9994	1.9990
3.1900	-0.0367	-1.9989	1.9984
3.2000	-0.0567	-1.9981	1.9978
3.2100	-0.0767	-1.9971	1.9972
3.2200	-0.0967	-1.9960	1.9966
3.2300	-0.1166	-1.9946	1.9960
3.2400	-0.1366	-1.9930	1.9954
3.2500	-0.1565	-1.9913	1.9948
3.2600	-0.1764	-1.9893	1.9942
3.2700	-0.1963	-1.9871	1.9936
3.2800	-0.2161	-1.9848	1.9930
3.2900	-0.2360	-1.9822	1.9924
3.3000	-0.2558	-1.9795	1.9918
3.3100	-0.2756	-1.9765	1.9912
3.3200	-0.2953	-1.9733	1.9907
3.3300	-0.3150	-1.9700	1.9901
3.3400	-0.3347	-1.9664	1.9895
3.3500	-0.3544	-1.9627	1.9889
3.3600	-0.3740	-1.9588	1.9883
3.3700	-0.3935	-1.9546	1.9877
3.3800	-0.4130	-1.9503	1.9871
3.3900	-0.4325	-1.9458	1.9865
3.4000	-0.4520	-1.9410	1.9859
3.4100	-0.4713	-1.9361	1.9854
3.4200	-0.4907	-1.9310	1.9848
3.4300	-0.5100	-1.9257	1.9842
3.4400	-0.5292	-1.9202	1.9836
3.4500	-0.5484	-1.9145	1.9830
3.4600	-0.5675	-1.9086	1.9825
3.4700	-0.5865	-1.9026	1.9819
3.4800	-0.6055	-1.8963	1.9813
3.4900	-0.6245	-1.8899	1.9808
3.5000	-0.6433	-1.8832	1.9802
3.5100	-0.6621	-1.8764	1.9796
3.5200	-0.6809	-1.8694	1.9791
3.5300	-0.6995	-1.8622	1.9785
3.5400	-0.7181	-1.8548	1.9779
3.5500	-0.7366	-1.8472	1.9774
3.5600	-0.7550	-1.8394	1.9768
3.5700	-0.7734	-1.8315	1.9763
3.5800	-0.7917	-1.8234	1.9757
3.5900	-0.8099	-1.8151	1.9752
3.6000	-0.8280	-1.8066	1.9746
3.6100	-0.8460	-1.7979	1.9741
3.6200	-0.8639	-1.7891	1.9736
3.6300	-0.8818	-1.7800	1.9730
3.6400	-0.8995	-1.7708	1.9725
3.6500	-0.9172	-1.7614	1.9720
3.6600	-0.9348	-1.7519	1.9714
3.6700	-0.9522	-1.7421	1.9709
3.6800	-0.9696	-1.7322	1.9704
3.6900	-0.9869	-1.7221	1.9699
3.7000	-1.0040	-1.7119	1.9693
3.7100	-1.0211	-1.7015	1.9688
3.7200	-1.0381	-1.6909	1.9683
3.7300	-1.0549	-1.6801	1.9678
3.7400	-1.0717	-1.6692	1.9673
3.7500	-1.0883	-1.6581	1.9668
3.7600	-1.1048	-1.6468	1.9663
3.7700	-1.1212	-1.6354	1.9658
3.7800	-1.1375	-1.6238	1.9653
3.7900	-1.1537	-1.6120	1.9648
3.8000	-1.1698	-1.6001	1.9644
3.8100	-1.1857	-1.5880	1.9639
3.8200	-1.2015	-1.5758	1.9634
3.8300	-1.2172	-1.5634	1.9629
3.8400	-1.2328	-1.5508	1.9625
3.8500	-1.2483	-1.5381	1.9620
3.8600	-1.2636	-1.5253	1.9615
3.8700	-1.2788	-1.5123	1.9611
3.8800	-1.2938	-1.4991	1.9606
3.8900	-1.3087	-1.4858	1.9602
3.9000	-1.3235	-1.4723	1.9597
3.9100	-1.3382	-1.4587	1.9593
3.9200	-1.3527	-1.4450	1.9589
3.9300	-1.3671	-1.4311	1.9584
3.9400	-1.3813	-1.4170	1.9580
3.9500	-1.3954	-1.4028	1.9576
3.9600	-1.4094	-1.3885	1.9572
3.9700	-1.4232	-1.3740	1.9567
3.9800	-1.4369	-1.3594	1.9563
3.9900	-1.4504	-1.3447	1.9559
4.0000	-1.4638	-1.3298	1.9555
4.0100	-1.4770	-1.3148	1.9551
4.0200	-1.4900	-1.2997	1.9547
4.0300	-1.5030	-1.2844	1.9543
4.0400	-1.5157	-1.2690	1.9539
